#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
162          53.049896   -27.624856  0.0000      550820      53.048547   -27.623961  18.9048     5.826       2.254e-04   0.000e+00   1.000e+00   1.410e-01   1.213e-04   2.621e-01   0.332       1           
162          53.049896   -27.624856  0.0000      550822      53.049725   -27.625976  22.8500     4.078       3.574e-03   0.000e+00   1.000e+00   2.434e-03   2.320e-03   3.751e-03   0.005       0           
162          53.049896   -27.624856  0.0000      550823      53.051271   -27.625401  23.6004     5.325       5.506e-04   0.000e+00   1.000e+00   6.054e-04   3.653e-03   9.125e-05   0.000       0           
162          53.049896   -27.624856  0.0000      550824      53.050134   -27.623643  25.0659     4.450       2.156e-03   0.000e+00   1.000e+00   2.110e-05   6.282e-03   7.242e-06   0.000       0           
164          52.277707   -27.947781  0.0000      464137      52.275605   -27.948146  17.3413     7.681       4.133e-06   0.000e+00   1.000e+00   1.695e-01   4.006e-05   1.749e-02   0.032       1           
171          52.179698   -28.358411  0.0000      358229      52.180183   -28.359912  25.7178     5.677       2.963e-04   0.000e+00   1.000e+00   3.581e-06   6.771e-03   1.567e-07   0.000       1           
171          52.179698   -28.358411  0.0000      358365      52.178265   -28.357190  26.3087     6.777       3.331e-05   0.000e+00   1.000e+00   6.157e-07   6.593e-03   3.111e-09   0.000       0           
192          52.524736   -27.472550  0.0000      91422       52.522883   -27.472230  28.3320     6.769       3.389e-05   0.000e+00   1.000e+00   4.914e-10   2.946e-03   5.653e-12   0.000       0           
192          52.524736   -27.472550  0.0000      91711       52.525982   -27.472672  24.2825     4.506       1.987e-03   0.000e+00   1.000e+00   1.413e-04   4.999e-03   5.617e-05   0.000       1           
192          52.524736   -27.472550  0.0000      91722       52.525810   -27.472036  25.6461     4.288       2.701e-03   0.000e+00   1.000e+00   4.390e-06   6.751e-03   1.756e-06   0.000       0           
192          52.524736   -27.472550  0.0000      91732       52.526916   -27.472440  24.8062     7.856       2.679e-06   0.000e+00   1.000e+00   4.074e-05   5.919e-03   1.844e-08   0.000       0           
192          52.524736   -27.472550  0.0000      91764       52.524204   -27.471993  25.9907     2.773       1.489e-02   0.000e+00   1.000e+00   1.617e-06   6.765e-03   3.560e-06   0.000       0           
192          52.524736   -27.472550  0.0000      91859       52.525033   -27.471737  25.6368     3.117       1.077e-02   0.000e+00   1.000e+00   4.505e-06   6.748e-03   7.192e-06   0.000       0           
