#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151417       52.524736   -27.472550  0.0000      91763       52.524204   -27.471992  0.0889      2.776       1.197e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.663e-01   0.463       1           
151417       52.524736   -27.472550  0.0000      91858       52.525033   -27.471735  0.1754      3.121       7.333e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.244e-01   0.283       0           
151418       52.572587   -27.571069  0.0000      143399      52.571610   -27.571849  0.2383      4.498       5.836e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.786e-02   0.102       1           
151419       52.570716   -27.118016  0.0000      619105      52.570597   -27.119200  0.0407      4.283       9.209e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.818e-02   0.102       0           
151419       52.570716   -27.118016  0.0000      619135      52.569743   -27.118860  -0.0445     4.638       4.292e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.313e-02   0.047       0           
151419       52.570716   -27.118016  0.0000      619207      52.571755   -27.117920  2.0479      3.756       2.557e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   7.825e-02   0.283       1           
151420       52.627676   -28.358597  0.0000      825022      52.628617   -28.359172  0.2685      3.971       1.712e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.238e-02   0.034       0           
151420       52.627676   -28.358597  0.0000      825023      52.627492   -28.359848  88.5614     4.552       5.194e-04   0.000e+00   1.000e+00   3.021e-01   9.869e-03   1.590e-02   0.010       0           
151420       52.627676   -28.358597  0.0000      825048      52.627311   -28.358372  0.1875      1.543       4.324e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.323e+00   0.855       1           
151433       53.263715   -27.140015  0.0000      151022      53.264053   -27.140483  0.1469      2.081       2.702e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.267e-01   0.725       1           
151433       53.263715   -27.140015  0.0000      170431      53.263414   -27.138846  0.1288      4.344       8.112e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.482e-02   0.022       0           
151433       53.263715   -27.140015  0.0000      171595      53.264605   -27.139657  0.9771      3.455       4.314e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.320e-01   0.116       0           
151437       52.737860   -26.994057  0.0000      29355       52.738976   -26.994725  1.8062      4.681       3.897e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.193e-02   0.006       0           
151437       52.737860   -26.994057  0.0000      29356       52.738237   -26.994226  14.7743     1.484       4.514e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.381e+00   0.715       1           
