#ID,RA,DEC,RA_err,Dec_err
380.000000,53.761208,-27.891490,0.001774,0.001774
411.000000,53.943672,-27.434057,0.001123,0.001123
450.000000,53.621379,-27.163199,0.001599,0.001599
462.000000,53.569874,-27.432987,0.001408,0.001408
493.000000,53.386743,-28.371361,0.001390,0.001390
495.000000,53.381760,-27.903342,0.001450,0.001450
498.000000,53.726510,-28.053976,0.001241,0.001241
504.000000,53.884198,-27.238121,0.002270,0.002270
507.000000,53.778495,-28.203731,0.001313,0.001313
509.000000,53.390915,-28.233738,0.001453,0.001453
516.000000,53.493960,-27.168860,0.001299,0.001299
533.000000,53.902032,-27.769196,0.001271,0.001271
559.000000,53.834793,-27.785286,0.001985,0.001985
584.000000,53.672078,-27.684434,0.001598,0.001598
613.000000,53.537145,-27.728358,0.004161,0.004161
617.000000,53.857038,-27.032081,0.001887,0.001887
621.000000,53.413165,-28.001361,0.001532,0.001532
668.000000,53.459010,-27.435777,0.001389,0.001389
693.000000,53.575426,-27.823431,0.001395,0.001395
706.000000,53.530653,-28.119069,0.001357,0.001357
734.000000,53.695129,-28.154865,0.001496,0.001496
737.000000,53.871683,-27.799513,0.001596,0.001596
810.000000,53.426067,-27.388903,0.001300,0.001300
827.000000,53.871117,-27.146161,0.001447,0.001447
853.000000,53.345911,-27.337062,0.001481,0.001481
888.000000,53.527596,-27.149575,0.001830,0.001830
898.000000,53.467078,-27.355149,0.001519,0.001519
910.000000,53.559463,-27.546155,0.001611,0.001611
925.000000,53.522645,-27.877816,0.001660,0.001660
932.000000,53.816938,-27.184944,0.001765,0.001765
938.000000,53.623190,-27.718930,0.001565,0.001565
941.000000,53.632749,-27.790604,0.001502,0.001502
950.000000,53.750720,-27.123704,0.001524,0.001524
952.000000,53.698197,-28.047404,0.001650,0.001650
969.000000,53.665176,-28.181981,0.001517,0.001517
974.000000,53.466156,-28.171159,0.002037,0.002037
1037.000000,53.905939,-27.748426,0.001597,0.001597
1150.000000,53.414725,-27.192569,0.001759,0.001759
1153.000000,53.693006,-27.370158,0.001951,0.001951
1154.000000,53.672997,-27.942532,0.001653,0.001653
1242.000000,53.937917,-27.913239,0.001645,0.001645
1261.000000,53.819620,-27.670496,0.001530,0.001530
